id,name,long_name,battle_requirement,first_clear_reward,acquire_cost,resource_requirement,ship_choice_class,ship_cost_requirement,resource_reward,upgrade_is_temporary,contribution_upgrade,hazard
g6_b19,B19,,galaxy6_battle19,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy6FleetScrap""}]",false,,
g6_heavy_cruiser_beam_unlock,BE,Beam Foundry,,[],,[],,,[],false,G6HeavyCruiserBeam,
g6_b20,B20,,galaxy6_battle20,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b21,B21,,galaxy6_battle21,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy6FleetScrap""}]",false,,"[{""nodes_effected"":[{""fleet_event"":""g6_b20""}],""reinforcement_details"":[{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":2,""ship"":""EnemyMediumRegen"",""time_spawning"":1,""total_time_to_spawn"":4}],""repeat"":false,""type"":""reinforcements""},{""nodes_effected"":[{""fleet_event"":""g6_b21""}],""reinforcement_details"":[{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":1,""ship"":""EnemyMedium"",""time_spawning"":1,""total_time_to_spawn"":5.5},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":3,""ship"":""EnemyMedium"",""time_spawning"":1,""total_time_to_spawn"":5.5}],""repeat"":true,""type"":""reinforcements""},{""nodes_effected"":[{""fleet_event"":""g6_b22""}],""reinforcement_details"":[{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":0,""ship"":""EnemyMediumRegen"",""time_spawning"":1,""total_time_to_spawn"":4},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":2,""ship"":""EnemyMediumRegen"",""time_spawning"":1,""total_time_to_spawn"":4},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":4,""ship"":""EnemyMediumRegen"",""time_spawning"":1,""total_time_to_spawn"":4}],""repeat"":true,""type"":""reinforcements""}]"
g6_fs_maxfr4,R4,,,[],,[],,,[],false,G6FRMaxMid,
g6_b22,B22,,galaxy6_battle22,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy6FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":30,""interval"":4,""volley_size"":20}],""nodes_effected"":[{""fleet_event"":""g6_b22""}],""repeat"":true,""type"":""laser_volley""},{""damage_details"":[{""damage"":120,""interval"":4,""volley_size"":40}],""nodes_effected"":[{""fleet_event"":""g6_b23""}],""repeat"":false,""type"":""laser_volley""}]"
g6_b23,B23,,galaxy6_battle23,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy6FleetScrap""}]",false,,
g6_fr_a4,A4,,,[],,"[{""amount"":150,""resource"":""galaxy6FleetResources""}]",,,"[{""amount"":150,""resource"":""galaxy6Artifact""}]",true,,
g6_fs_stats4,S4,,,[],,[],,,[],false,G6BattleMid,
g6_b24,B24,,galaxy6_battle24,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":30,""resource"":""galaxy6FleetScrap""}]",false,,
g6_bu_void1,F4,,,[],"[{""amount"":400,""resource"":""galaxy6FleetResources""}]","[{""amount"":100,""resource"":""galaxy6FleetResources""}]",,,[],true,,"[{""damage_details"":[{""damage"":2,""interval"":0.125,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g6_b25""}],""repeat"":true,""type"":""damage_per_second""},{""damage_details"":[{""damage"":15,""interval"":0.1,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g6_b26""}],""repeat"":true,""type"":""damage_per_second""},{""damage_details"":[{""damage"":5,""interval"":0.125,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g6_bb2""}],""repeat"":true,""type"":""damage_per_second""}]"
g6_b25,B25,,galaxy6_battle25,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":30,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b26,B26,,galaxy6_battle26,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":30,""resource"":""galaxy6FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":15,""interval"":0.1,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g6_b26""}],""repeat"":true,""type"":""damage_per_second""}]"
g6_fs_maxfr5,R5,,,[],,[],,,[],false,G6FRMaxHigh,
g6_bb2,BB2,,galaxy6_basebattle2,"[{""upgrade"":""G6UniversalDatacores""}]",,[],,,"[{""amount"":90,""resource"":""galaxy6FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":5,""interval"":0.25,""volley_size"":1}],""nodes_effected"":[{""fleet_event"":""g6_bb2""}],""repeat"":true,""type"":""damage_per_second""}]"
g6_b27,B27,,galaxy6_battle27,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":30,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b28,B28,,galaxy6_battle28,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":30,""resource"":""galaxy6FleetScrap""}]",false,,
g6_fr_a5,A5,,,[],,"[{""amount"":200,""resource"":""galaxy6FleetResources""}]",,,"[{""amount"":200,""resource"":""galaxy6Artifact""}]",true,,
g6_b29,B29,,galaxy6_battle29,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":35,""resource"":""galaxy6FleetScrap""}]",false,,
g6_fs_stats5,S5,,,[],,[],,,[],false,G6BattleHigh,
g6_bu_gb1,F5,,,[],"[{""amount"":300,""resource"":""galaxy6FleetResources""}]","[{""amount"":100,""resource"":""galaxy6FleetResources""}]",,,[],true,,"[{""grid_buff_details"":[{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b30""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b31""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridHP"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridHP"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridHP"",""grid_x"":0,""grid_y"":3}],""nodes_effected"":[{""fleet_event"":""g6_b32""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b33""}],""repeat"":false,""type"":""grid_buff""}]"
g6_b30,B30,,galaxy6_battle30,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":35,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b31,B31,,galaxy6_battle31,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":35,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b32,B32,,galaxy6_battle32,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":35,""resource"":""galaxy6FleetScrap""}]",false,,
g6_fs_maxfr6,R6,,,[],,[],,,[],false,G6FRMaxHigh,
g6_b33,B33,,galaxy6_battle33,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":35,""resource"":""galaxy6FleetScrap""}]",false,,"[{""grid_buff_details"":[{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b28""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":3},{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b29""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDamage"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridHP"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridDamage"",""grid_x"":1,""grid_y"":3}],""nodes_effected"":[{""fleet_event"":""g6_b30""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b31""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridSuperCharge"",""grid_x"":1,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g6_b32""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridSuperCharge"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridSuperCharge"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridHP"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridSuperCharge"",""grid_x"":1,""grid_y"":3},{""grid_buff"":""GridSuperCharge"",""grid_x"":1,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b33""}],""repeat"":false,""type"":""grid_buff""}]"
g6_fr_a6,A6,,,[],,"[{""amount"":200,""resource"":""galaxy6FleetResources""}]",,,"[{""amount"":200,""resource"":""galaxy6Artifact""}]",true,,
g6_b34,B34,,galaxy6_battle34,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":40,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b35,B35,,galaxy6_battle35,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":40,""resource"":""galaxy6FleetScrap""}]",false,,
g6_fs_stats6,S6,,,[],,[],,,[],false,G6BattleHighest,
g6_heavy_cruiser_start,HP,Heavy Cruiser Printer,,[],,[],,,[],false,G6HeavyCruiserStart,
g6_fr_a7,A7,,,[],,"[{""amount"":200,""resource"":""galaxy6FleetResources""}]",,,"[{""amount"":200,""resource"":""galaxy6Artifact""}]",true,,
g6_b36,B36,,galaxy6_battle36,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":40,""resource"":""galaxy6FleetScrap""}]",false,,
g6_bu_m1,F6,,,[],"[{""amount"":400,""resource"":""galaxy6FleetResources""}]","[{""amount"":100,""resource"":""galaxy6FleetResources""}]",,,[],true,,"[{""damage_details"":[{""damage"":350,""interval"":1,""volley_size"":4}],""nodes_effected"":[{""fleet_event"":""g6_b37""}],""repeat"":false,""type"":""laser_volley""},{""nodes_effected"":[{""fleet_event"":""g6_b38""}],""reinforcement_details"":[{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":0,""ship"":""HeavyCruiser"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":4,""ship"":""HeavyCruiser"",""time_spawning"":1,""total_time_to_spawn"":2}],""repeat"":false,""type"":""reinforcements""},{""grid_buff_details"":[{""grid_buff"":""GridSniper"",""grid_x"":1,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g6_bb3""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDoubler"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridDoubler"",""grid_x"":1,""grid_y"":3}],""nodes_effected"":[{""fleet_event"":""g6_b42""}],""repeat"":false,""type"":""grid_buff""}]"
g6_b37,B37,,galaxy6_battle37,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":40,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b38,B38,,galaxy6_battle38,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":40,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b39,B39,,galaxy6_battle39,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":50,""resource"":""galaxy6FleetScrap""}]",false,,
g6_fs_maxfr7,R7,,,[],,[],,,[],false,G6FRMaxHigher,
g6_bb3,BB3,,galaxy6_basebattle3,"[{""upgrade"":""G6TetherWarpUnlock""}]",,[],,,"[{""amount"":100,""resource"":""galaxy6FleetScrap""}]",false,,"[{""grid_buff_details"":[{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":4},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g6_bb3""}],""repeat"":false,""type"":""grid_buff""}]"
g6_b40,B40,,galaxy6_battle40,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":50,""resource"":""galaxy6FleetScrap""}]",false,,
g6_fr_lsc2,L2,,,[],,"[{""amount"":20,""resource"":""galaxy6FleetResources""}]",light,,[],true,,
g6_b41,B41,,galaxy6_battle41,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":50,""resource"":""galaxy6FleetScrap""}]",false,,"[{""grid_buff_details"":[{""grid_buff"":""GridFireRate"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridFireRate"",""grid_x"":1,""grid_y"":3}],""nodes_effected"":[{""fleet_event"":""g6_b40""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b41""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b42""}],""repeat"":false,""type"":""grid_buff""}]"
g6_b42,B42,,galaxy6_battle42,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":60,""resource"":""galaxy6FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":10,""interval"":0.125,""volley_size"":1}],""grid_buff_details"":[],""nodes_effected"":[{""fleet_event"":""g6_b42""}],""repeat"":true,""type"":""damage_per_second""}]"
g6_bu_gb2,F7,,,[],"[{""amount"":400,""resource"":""galaxy6FleetResources""}]","[{""amount"":100,""resource"":""galaxy6FleetResources""}]",,,[],true,,"[{""grid_buff_details"":[{""grid_buff"":""GridDoubleBarrier"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":0,""grid_y"":4},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":1,""grid_y"":2},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":1,""grid_y"":3},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":1,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b43""}],""repeat"":false,""type"":""grid_buff""}]"
g6_b43,B43,,galaxy6_battle43,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":60,""resource"":""galaxy6FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":2000,""interval"":1,""volley_size"":60}],""nodes_effected"":[{""fleet_event"":""g6_b43""}],""repeat"":false,""type"":""laser_volley""}]"
g6_fr_a8,A8,,,[],,"[{""amount"":300,""resource"":""galaxy6FleetResources""}]",,,"[{""amount"":300,""resource"":""galaxy6Artifact""}]",true,,
g6_b44,B44,,galaxy6_battle44,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":60,""resource"":""galaxy6FleetScrap""}]",false,,
g6_b45,B45,,galaxy6_battle45,"[{""upgrade"":""G6TransitSpeed""}]",,[],,,"[{""amount"":60,""resource"":""galaxy6FleetScrap""}]",false,,
g6_db3,D3,,,[],,"[{""amount"":2500,""reduction_per_visit"":0.25,""resource"":""galaxy6FleetResources""}]",,,"[{""amount"":60,""resource"":""galaxy6FleetScrap""}]",true,,
g6_fs_maxfr8,R8,,,[],,[],,,[],false,G6FRMaxHighest,
g6_bu_gb3,F8,,,[],"[{""amount"":600,""resource"":""galaxy6FleetResources""}]","[{""amount"":100,""resource"":""galaxy6FleetResources""}]",,,[],true,,"[{""grid_buff_details"":[{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":4},{""grid_buff"":""GridDamage"",""grid_x"":1,""grid_y"":2},{""grid_buff"":""GridTeleport"",""grid_x"":2,""grid_y"":0},{""grid_buff"":""GridTeleport"",""grid_x"":2,""grid_y"":4},{""grid_buff"":""GridSuperCharge"",""grid_x"":2,""grid_y"":1},{""grid_buff"":""GridSniper"",""grid_x"":2,""grid_y"":2},{""grid_buff"":""GridSuperCharge"",""grid_x"":2,""grid_y"":3}],""nodes_effected"":[{""fleet_event"":""g6_b46""}],""repeat"":false,""type"":""grid_buff""}]"
g6_b46,B46,,galaxy6_battle46,"[{""upgrade"":""G6UnlockUTLevel""},{""upgrade"":""G6TransitFinal""}]",,[],,,"[{""amount"":100,""resource"":""galaxy6FleetScrap""}]",false,,"[{""grid_buff_details"":[{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":4},{""grid_buff"":""GridBarrier"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":1,""grid_y"":2},{""grid_buff"":""GridBarrier"",""grid_x"":1,""grid_y"":4},{""grid_buff"":""GridSuperCharge"",""grid_x"":2,""grid_y"":0},{""grid_buff"":""GridSuperCharge"",""grid_x"":2,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g6_b46""}],""repeat"":false,""type"":""grid_buff""}]"
g6_fr_a9,A9,,,[],,"[{""amount"":50,""resource"":""galaxy6FleetResources""}]",,,"[{""amount"":50,""resource"":""galaxy6Artifact""}]",false,,
g7_b1,B1,,galaxy7_battle1,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy7FleetScrap""}]",false,,
g7_fr_a1,A1,,,[],,"[{""amount"":50,""resource"":""galaxy7FleetResources""}]",,,"[{""amount"":50,""resource"":""galaxy7Artifact""}]",true,,
g7_gf,GF,,,[],,[],,,[],false,G7Foothold,
g7_b2a,B2A,,galaxy7_battle2a,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy7FleetScrap""}]",false,,
g7_b2b,B2B,,galaxy7_battle2b,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy7FleetScrap""}]",false,,
g7_b2c,B2C,,galaxy7_battle2c,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy7FleetScrap""}]",false,,
g7_fs_maxfr1,R1,,,[],,[],,,[],false,G7FRMaxLow,
g7_bb1,BB1,,galaxy7_basebattle1,"[{""upgrade"":""G7ODCatchup""}]",,[],,,"[{""amount"":25,""resource"":""galaxy7FleetScrap""}]",false,,
g7_b3a,B3A,,galaxy7_battle3a,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy7FleetScrap""}]",false,,
g7_b3c,B3C,,galaxy7_battle3c,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy7FleetScrap""}]",false,,
g7_b3d,B3D,,galaxy7_battle3d,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy7FleetScrap""}]",false,,
g7_fs_maxfr2,R2,,,[],,[],,,[],false,G7FRMax,
g7_b4a,B4A,,galaxy7_battle4a,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy7FleetScrap""}]",false,,
g7_b4b,B4B,,galaxy7_battle4b,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy7FleetScrap""}]",false,,
g7_support_1,F1,,,[],"[{""amount"":200,""resource"":""galaxy7FleetResources""}]","[{""amount"":10,""resource"":""galaxy7FleetResources""}]",,,[],true,,"[{""nodes_effected"":[{""fleet_event"":""g7_b5""}],""reinforcement_details"":[{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":1,""ship"":""HeavyCruiser"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":3,""ship"":""HeavyCruiser"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":1,""grid_y"":2,""ship"":""HeavyCruiser"",""time_spawning"":1,""total_time_to_spawn"":2}],""repeat"":false,""type"":""reinforcements""},{""damage_details"":[{""damage"":500,""interval"":1.25,""volley_size"":8}],""nodes_effected"":[{""fleet_event"":""g7_bb1""}],""repeat"":false,""type"":""laser_volley""}]"
g7_b4c,B4C,,galaxy7_battle4c,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy7FleetScrap""}]",false,,
g7_fs_maxfr3,R3,,,[],,[],,,[],false,G7FRMaxHigh,
g7_fr_a2a,A2A,,,[],,"[{""amount"":50,""resource"":""galaxy7FleetResources""}]",,,"[{""amount"":50,""resource"":""galaxy7Artifact""}]",true,,
g7_b5,B5,,galaxy7_battle5,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy7FleetScrap""}]",false,,
g7_fr_a2b,A2C,,,[],,"[{""amount"":50,""resource"":""galaxy7FleetResources""}]",,,"[{""amount"":50,""resource"":""galaxy7Artifact""}]",true,,
g7_b5d,B5D,,galaxy7_battle5d,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy7FleetScrap""}]",false,,
g7_db1,D1,,,[],,"[{""amount"":175,""reduction_per_visit"":0.5,""resource"":""galaxy7FleetResources""}]",,,"[{""amount"":25,""resource"":""galaxy7FleetScrap""}]",true,,
g7_fs_stats1,S1,,,[],,[],,,[],false,G7Battle,
g7_b6,B6,,galaxy7_battle6,"[{""upgrade"":""G7TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy7FleetScrap""}]",false,,"[{""nodes_effected"":[{""fleet_event"":""g7_b5""}],""reinforcement_details"":[{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":0,""grid_y"":1,""ship"":""EnemyMBulwark"",""time_spawning"":1,""total_time_to_spawn"":1},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":0,""grid_y"":3,""ship"":""EnemyMBulwark"",""time_spawning"":1,""total_time_to_spawn"":1},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":2,""ship"":""EnemyMBulwark"",""time_spawning"":1,""total_time_to_spawn"":1}],""repeat"":false,""type"":""reinforcements""},{""nodes_effected"":[{""fleet_event"":""g7_b6""}],""reinforcement_details"":[{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":0,""grid_y"":1,""ship"":""EnemyGatlingShield"",""time_spawning"":1,""total_time_to_spawn"":5},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":0,""grid_y"":3,""ship"":""EnemyGatlingArmor"",""time_spawning"":1,""total_time_to_spawn"":5}],""repeat"":true,""type"":""reinforcements""},{""grid_buff_details"":[{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g7_b4a""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDoubler"",""grid_x"":1,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g7_b4c""}],""repeat"":false,""type"":""grid_buff""}]"
g7_b7,B7,,galaxy7_battle7,"[{""upgrade"":""G7UnlockG8""},{""upgrade"":""G7UTArtifactGain""},{""upgrade"":""G7TransitFinal""}]",,[],,,"[{""amount"":25,""resource"":""galaxy7FleetScrap""}]",false,,
g7_fr_a3,A3,,,[],,"[{""amount"":25,""resource"":""galaxy7FleetResources""}]",,,"[{""amount"":25,""resource"":""galaxy7Artifact""}]",false,,
g8_b1,B1,,galaxy8_battle1,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":5,""resource"":""galaxy8FleetScrap""}]",false,,
g8_gf,GF,,,[],,[],,,[],false,G8Foothold,
g8_patrol1,PL1,,,[],,[],,light,[],false,,
g8_b2,B2,,galaxy8_battle2,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy8FleetScrap""}]",false,,
g8_fr_a1,A1,,,[],,"[{""amount"":25,""resource"":""galaxy8FleetResources""}]",,,"[{""amount"":25,""resource"":""galaxy8Artifact""}]",true,,
g8_bb1,BB1,,galaxy8_basebattle1,"[{""upgrade"":""G8FixtureUpgrade""}]",,[],,,"[{""amount"":20,""resource"":""galaxy8FleetScrap""}]",false,,
g8_b3,B3,,galaxy8_battle3,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy8FleetScrap""}]",false,,
g8_fs_maxfr1,R1,,,[],,[],,,[],false,G8FRMaxLow,
g8_patrol2,PL2,,,[],,[],,light,[],false,,
g8_b4,B4,,galaxy8_battle4,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy8FleetScrap""}]",false,,
